id,type,author,instrumentType,region,universe,delay,decay,neutralization,truncation,pasteurization,unitHandling,nanHandling,language,visualization,code,description,operatorCount,dateCreated,dateSubmitted,dateModified,name,favorite,hidden,color,category,tags,classifications,grade,stage,status,pnl,bookSize,longCount,shortCount,turnover,returns,drawdown,margin,fitness,sharpe,startDate,checks,os,train,test,prod,competitions,themes,team,pyramids,self_corr,max_corr,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,prod_corr
oZq6GEl,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_zscore(ts_mean(winsorize(ts_backfill(mdl110_score, 120), std=4), 5),densify(bucket(rank(fnd28_value_05480/close), range='0.2, 1, 0.2')))",,8,2025-07-19T18:08:57-04:00,,2025-07-19T22:09:00-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,8917117,20000000,3750,3451,0.0728,0.0861,0.0592,0.002367,2.27,2.74,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.74}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 2.27}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0728}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0728}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.96, 'value': 1.88}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'WARNING', 'year': 3, 'startDate': '2023-01-20', 'endDate': '2020-01-21', 'limit': 1.58, 'value': 1.33}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 0, 'multiplier': 1.0, 'pyramids': [{'name': 'GLB/D1/PV', 'multiplier': 1.0}, {'name': 'GLB/D1/MODEL', 'multiplier': 1.4}, {'name': 'GLB/D1/FUNDAMENTAL', 'multiplier': 1.6}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/PV', 'GLB/D1/MODEL', 'GLB/D1/FUNDAMENTAL']",0,0,,,,,,,,,,,,,,,,,,,0
aG738rR,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_scale(ts_sum(winsorize(ts_backfill(mdl110_score, 120), std=4), 5),densify(pv13_52_minvol_1m_sector))",,5,2025-07-19T16:16:46-04:00,,2025-07-19T20:16:53-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,6310367,20000000,4534,4141,0.0785,0.061,0.0415,0.001554,1.91,2.74,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.74}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.91}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0785}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0785}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.96, 'value': 1.76}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.28}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.0, 'pyramids': [{'name': 'GLB/D1/PV', 'multiplier': 1.0}, {'name': 'GLB/D1/MODEL', 'multiplier': 1.4}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/PV', 'GLB/D1/MODEL']",0,0,,,,,,,,,,,,,,,,,,,0
bAjE2mR,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_rank(ts_sum(winsorize(ts_backfill(mdl110_score, 120), std=4), 5),densify(pv13_52_minvol_1m_all_delay_1_sector))",,5,2025-07-19T16:06:04-04:00,,2025-07-19T20:06:06-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,6345746,20000000,4374,4325,0.0746,0.0613,0.0362,0.001644,1.92,2.74,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.74}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.92}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0746}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0746}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.96, 'value': 1.87}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.41}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.0, 'pyramids': [{'name': 'GLB/D1/PV', 'multiplier': 1.0}, {'name': 'GLB/D1/MODEL', 'multiplier': 1.4}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/PV', 'GLB/D1/MODEL']",0,0,,,,,,,,,,,,,,,,,,,0
p3N3MXV,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_zscore(rank(winsorize(ts_backfill(mdl110_score, 120), std=4)),densify(oth455_relation_n2v_p10_q200_w2_kmeans_cluster_5))",,5,2025-07-19T14:32:21-04:00,,2025-07-19T18:32:23-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,7931347,20000000,3511,3492,0.0804,0.0766,0.0462,0.001907,2.14,2.74,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.74}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 2.14}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0804}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0804}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.96, 'value': 1.8}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.44}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.4, 'pyramids': [{'name': 'GLB/D1/MODEL', 'multiplier': 1.4}, {'name': 'GLB/D1/OTHER', 'multiplier': 1.6}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/MODEL', 'GLB/D1/OTHER']",0,0,,,,,,,,,,,,,,,,,,,0
G9GQj5P,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_neutralize(rank(winsorize(ts_backfill(mdl110_score, 120), std=4)),densify(oth455_relation_n2v_p10_q50_w2_kmeans_cluster_5))",,5,2025-07-19T14:00:09-04:00,,2025-07-19T18:00:13-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,7881657,20000000,3512,3491,0.0804,0.0761,0.0471,0.001895,2.14,2.74,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.74}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 2.14}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0804}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0804}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.96, 'value': 1.79}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.39}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.4, 'pyramids': [{'name': 'GLB/D1/MODEL', 'multiplier': 1.4}, {'name': 'GLB/D1/OTHER', 'multiplier': 1.6}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/MODEL', 'GLB/D1/OTHER']",0,0,,,,,,,,,,,,,,,,,,,0
r82d5Y1,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_scale(ts_delta(winsorize(ts_backfill(mdl110_score, 120), std=4), 240),densify(pv13_52_minvol_1m_sector))",,5,2025-07-19T13:37:05-04:00,,2025-07-19T17:37:07-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,5142883,20000000,3194,3182,0.1152,0.0497,0.0209,0.000862,1.73,2.74,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.74}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.73}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.1152}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.1152}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.96, 'value': 1.97}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.19}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.0, 'pyramids': [{'name': 'GLB/D1/PV', 'multiplier': 1.0}, {'name': 'GLB/D1/MODEL', 'multiplier': 1.4}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/PV', 'GLB/D1/MODEL']",0,0,,,,,,,,,,,,,,,,,,,0
vPNnbEv,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_zscore(zscore(winsorize(ts_backfill(mdl110_score, 120), std=4)),densify(oth455_competitor_roam_w2_pca_fact1_cluster_10))",,5,2025-07-19T11:42:02-04:00,,2025-07-19T15:42:07-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,9110383,20000000,3080,2839,0.0885,0.088,0.0518,0.001988,2.21,2.63,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.63}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 2.21}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0885}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0885}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.92, 'value': 1.82}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.3}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.4, 'pyramids': [{'name': 'GLB/D1/MODEL', 'multiplier': 1.4}, {'name': 'GLB/D1/OTHER', 'multiplier': 1.6}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/MODEL', 'GLB/D1/OTHER']",0,0,,,,,,,,,,,,,,,,,,,0
qVNgVEE,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_neutralize(winsorize(ts_backfill(mdl110_score, 120), std=4),densify(pv13_3l_scibr))",,4,2025-07-19T12:30:22-04:00,,2025-07-19T16:30:24-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,9337788,20000000,3578,3356,0.0883,0.0902,0.0665,0.002043,2.33,2.74,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.74}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 2.33}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0883}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0883}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.96, 'value': 2.0}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'WARNING', 'year': 3, 'startDate': '2023-01-20', 'endDate': '2020-01-21', 'limit': 1.58, 'value': 1.33}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.0, 'pyramids': [{'name': 'GLB/D1/PV', 'multiplier': 1.0}, {'name': 'GLB/D1/MODEL', 'multiplier': 1.4}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/PV', 'GLB/D1/MODEL']",0,0,,,,,,,,,,,,,,,,,,,0
vPNObPz,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_scale(ts_delta(winsorize(ts_backfill(mdl110_score, 120), std=4), 240),densify(pv13_52_minvol_1m_all_delay_1_sector))",,5,2025-07-19T13:39:12-04:00,,2025-07-19T17:39:19-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,5097493,20000000,3193,3180,0.1153,0.0492,0.0211,0.000854,1.69,2.7,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.7}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.69}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.1153}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.1153}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.94, 'value': 1.93}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.13}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.0, 'pyramids': [{'name': 'GLB/D1/PV', 'multiplier': 1.0}, {'name': 'GLB/D1/MODEL', 'multiplier': 1.4}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/PV', 'GLB/D1/MODEL']",0,0,,,,,,,,,,,,,,,,,,,0
KZ7Ng7g,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_zscore(ts_mean(winsorize(ts_backfill(mdl110_score, 120), std=4), 5),densify(oth455_relation_n2v_p50_q200_w5_kmeans_cluster_5))",,5,2025-07-19T18:15:15-04:00,,2025-07-19T22:15:18-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,8857303,20000000,3646,3358,0.0715,0.0856,0.0615,0.002392,2.23,2.69,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.69}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 2.23}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0715}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0715}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.94, 'value': 1.85}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.38}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.4, 'pyramids': [{'name': 'GLB/D1/MODEL', 'multiplier': 1.4}, {'name': 'GLB/D1/OTHER', 'multiplier': 1.6}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/MODEL', 'GLB/D1/OTHER']",0,0,,,,,,,,,,,,,,,,,,,0
nr7d32w,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_zscore(ts_mean(winsorize(ts_backfill(mdl110_score, 120), std=4), 5),densify(oth455_relation_n2v_p10_q200_w5_kmeans_cluster_5))",,5,2025-07-19T18:13:15-04:00,,2025-07-19T22:13:21-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,8857303,20000000,3646,3358,0.0715,0.0856,0.0615,0.002392,2.23,2.69,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.69}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 2.23}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0715}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0715}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.94, 'value': 1.85}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.38}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.4, 'pyramids': [{'name': 'GLB/D1/MODEL', 'multiplier': 1.4}, {'name': 'GLB/D1/OTHER', 'multiplier': 1.6}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/MODEL', 'GLB/D1/OTHER']",0,0,,,,,,,,,,,,,,,,,,,0
ZN772W1,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_scale(ts_mean(winsorize(ts_backfill(mdl110_score, 120), std=4), 5),densify(market))",,5,2025-07-19T17:59:19-04:00,,2025-07-19T21:59:22-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],"[{'id': 'DATA_USAGE:SINGLE_DATA_SET', 'name': 'Single Data Set Alpha'}]",,IS,UNSUBMITTED,9075589,20000000,3801,3493,0.0725,0.0877,0.0623,0.002418,2.25,2.69,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.69}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 2.25}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0725}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0725}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.94, 'value': 1.9}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'LOW_2Y_SHARPE', 'result': 'PASS', 'value': 2.13, 'limit': 1.58}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 1, 'multiplier': 1.4, 'pyramids': [{'name': 'GLB/D1/MODEL', 'multiplier': 1.4}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,['GLB/D1/MODEL'],0,0,,,,,,,,,,,,,,,,,,,0
