id,type,author,instrumentType,region,universe,delay,decay,neutralization,truncation,pasteurization,unitHandling,nanHandling,language,visualization,code,description,operatorCount,dateCreated,dateSubmitted,dateModified,name,favorite,hidden,color,category,tags,classifications,grade,stage,status,pnl,bookSize,longCount,shortCount,turnover,returns,drawdown,margin,fitness,sharpe,startDate,checks,os,train,test,prod,competitions,themes,team,pyramids,self_corr,max_corr,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,prod_corr
Ve7gbxJ,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_rank(ts_sum(winsorize(ts_backfill(mdl110_score, 120), std=4), 5),densify(bucket(rank(fnd28_value_05480/close), range='0.2, 1, 0.2')))",,8,2025-07-19T16:03:36-04:00,,2025-07-19T20:03:40-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,6922291,20000000,4028,4006,0.0631,0.0669,0.0404,0.002119,1.9,2.6,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.6}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.9}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0631}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0631}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.91, 'value': 1.81}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.07}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 0, 'multiplier': 1.0, 'pyramids': [{'name': 'GLB/D1/PV', 'multiplier': 1.0}, {'name': 'GLB/D1/MODEL', 'multiplier': 1.4}, {'name': 'GLB/D1/FUNDAMENTAL', 'multiplier': 1.6}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/PV', 'GLB/D1/MODEL', 'GLB/D1/FUNDAMENTAL']",0,0,,,,,,,,,,,,,,,,,,,0
WJALqLG,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_scale(ts_delta(winsorize(ts_backfill(mdl110_score, 120), std=4), 240),densify(bucket(rank(fnd28_value_05480/close), range='0.2, 1, 0.2')))",,8,2025-07-19T13:33:55-04:00,,2025-07-19T17:33:59-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,6398436,20000000,3188,3188,0.1252,0.0618,0.0363,0.000988,1.83,2.6,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.6}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.83}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.1252}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.1252}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.91, 'value': 1.81}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.18}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 0, 'multiplier': 1.0, 'pyramids': [{'name': 'GLB/D1/PV', 'multiplier': 1.0}, {'name': 'GLB/D1/MODEL', 'multiplier': 1.4}, {'name': 'GLB/D1/FUNDAMENTAL', 'multiplier': 1.6}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/PV', 'GLB/D1/MODEL', 'GLB/D1/FUNDAMENTAL']",0,0,,,,,,,,,,,,,,,,,,,0
5YpQqnk,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_neutralize(ts_delta(winsorize(ts_backfill(mdl110_score, 120), std=4), 240),densify(oth455_relation_n2v_p10_q50_w2_kmeans_cluster_5))",,5,2025-07-19T13:14:58-04:00,,2025-07-19T17:15:03-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,7572063,20000000,3129,3114,0.1086,0.0731,0.0477,0.001347,1.99,2.6,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.6}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.99}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.1086}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.1086}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.91, 'value': 1.89}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.19}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.4, 'pyramids': [{'name': 'GLB/D1/MODEL', 'multiplier': 1.4}, {'name': 'GLB/D1/OTHER', 'multiplier': 1.6}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/MODEL', 'GLB/D1/OTHER']",0,0,,,,,,,,,,,,,,,,,,,0
zekmjpG,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_zscore(ts_mean(winsorize(ts_backfill(mdl110_score, 120), std=4), 22),densify(pv13_2l_scibr))",,5,2025-07-19T17:38:00-04:00,,2025-07-19T21:38:05-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,8284848,20000000,3622,3317,0.0405,0.08,0.0614,0.003948,2.06,2.58,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.58}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 2.06}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0405}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0405}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.9, 'value': 1.85}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.72}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.0, 'pyramids': [{'name': 'GLB/D1/PV', 'multiplier': 1.0}, {'name': 'GLB/D1/MODEL', 'multiplier': 1.4}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/PV', 'GLB/D1/MODEL']",0,0,,,,,,,,,,,,,,,,,,,0
05w8Z6p,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_scale(ts_mean(winsorize(ts_backfill(mdl110_score, 120), std=4), 22),densify(pv13_52_minvol_1m_all_delay_1_sector))",,5,2025-07-19T17:28:34-04:00,,2025-07-19T21:28:36-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,6664875,20000000,3786,3496,0.0459,0.0644,0.041,0.002807,1.85,2.58,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.58}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.85}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0459}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0459}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.9, 'value': 1.83}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.62}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.0, 'pyramids': [{'name': 'GLB/D1/PV', 'multiplier': 1.0}, {'name': 'GLB/D1/MODEL', 'multiplier': 1.4}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/PV', 'GLB/D1/MODEL']",0,0,,,,,,,,,,,,,,,,,,,0
aG7vO8x,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_rank(ts_sum(winsorize(ts_backfill(mdl110_score, 120), std=4), 5),densify(pv13_3l_scibr))",,5,2025-07-19T16:07:18-04:00,,2025-07-19T20:07:22-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,6358210,20000000,4079,4050,0.0675,0.0614,0.0377,0.00182,1.81,2.58,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.58}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.81}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0675}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0675}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.9, 'value': 1.77}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.25}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.0, 'pyramids': [{'name': 'GLB/D1/PV', 'multiplier': 1.0}, {'name': 'GLB/D1/MODEL', 'multiplier': 1.4}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/PV', 'GLB/D1/MODEL']",0,0,,,,,,,,,,,,,,,,,,,0
l1WwrKO,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_scale(normalize(winsorize(ts_backfill(mdl110_score, 120), std=4)),densify(bucket(rank(cap), range='0.1, 1, 0.1')))",,7,2025-07-19T14:56:01-04:00,,2025-07-19T18:56:06-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,9519191,20000000,3764,3529,0.1,0.092,0.0473,0.001839,2.21,2.58,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.58}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 2.21}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.1}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.1}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.9, 'value': 1.71}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.02}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.0, 'pyramids': [{'name': 'GLB/D1/PV', 'multiplier': 1.0}, {'name': 'GLB/D1/MODEL', 'multiplier': 1.4}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/PV', 'GLB/D1/MODEL']",0,0,,,,,,,,,,,,,,,,,,,0
YY7qjpJ,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_rank(ts_sum(winsorize(ts_backfill(mdl110_score, 120), std=4), 5),densify(bucket(group_rank(cap,sector),range='0,1,0.1')))",,7,2025-07-19T16:04:18-04:00,,2025-07-19T20:04:20-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,6710544,20000000,4379,4326,0.0624,0.0648,0.0437,0.002077,1.87,2.6,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.6}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.87}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0624}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0624}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.91, 'value': 1.76}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.27}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.0, 'pyramids': [{'name': 'GLB/D1/PV', 'multiplier': 1.0}, {'name': 'GLB/D1/MODEL', 'multiplier': 1.4}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/PV', 'GLB/D1/MODEL']",0,0,,,,,,,,,,,,,,,,,,,0
aG7jAvO,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_scale(ts_delta(winsorize(ts_backfill(mdl110_growth, 120), std=4), 240),densify(market))",,5,2025-07-19T15:34:03-04:00,,2025-07-19T19:34:08-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],"[{'id': 'DATA_USAGE:SINGLE_DATA_SET', 'name': 'Single Data Set Alpha'}]",,IS,UNSUBMITTED,4601647,20000000,3187,3206,0.0533,0.0445,0.0273,0.001669,1.51,2.53,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.53}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.51}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0533}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0533}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.89, 'value': 1.62}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'LOW_2Y_SHARPE', 'result': 'PASS', 'value': 2.46, 'limit': 1.58}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 1, 'multiplier': 1.4, 'pyramids': [{'name': 'GLB/D1/MODEL', 'multiplier': 1.4}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,['GLB/D1/MODEL'],0,0,,,,,,,,,,,,,,,,,,,0
ExGKJom,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_neutralize(winsorize(ts_backfill(mdl110_score, 120), std=4),densify(oth455_relation_n2v_p10_q50_w2_kmeans_cluster_5))",,4,2025-07-19T12:32:38-04:00,,2025-07-19T16:32:40-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,9121211,20000000,3629,3373,0.0882,0.0881,0.0758,0.001999,2.2,2.62,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.62}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 2.2}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0882}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0882}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.92, 'value': 1.89}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'WARNING', 'year': 3, 'startDate': '2023-01-20', 'endDate': '2020-01-21', 'limit': 1.58, 'value': 1.13}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.4, 'pyramids': [{'name': 'GLB/D1/MODEL', 'multiplier': 1.4}, {'name': 'GLB/D1/OTHER', 'multiplier': 1.6}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/MODEL', 'GLB/D1/OTHER']",0,0,,,,,,,,,,,,,,,,,,,0
wWaarV6,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_zscore(winsorize(ts_backfill(mdl110_score, 120), std=4),densify(oth455_competitor_roam_w2_pca_fact1_cluster_10))",,4,2025-07-19T13:05:30-04:00,,2025-07-19T17:05:35-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,9110684,20000000,3080,2839,0.0885,0.088,0.0518,0.001989,2.21,2.63,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.63}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 2.21}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0885}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0885}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.92, 'value': 1.82}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 2, 'startDate': '2023-01-20', 'endDate': '2021-01-21', 'limit': 2.02, 'value': 2.29}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.4, 'pyramids': [{'name': 'GLB/D1/MODEL', 'multiplier': 1.4}, {'name': 'GLB/D1/OTHER', 'multiplier': 1.6}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/MODEL', 'GLB/D1/OTHER']",0,0,,,,,,,,,,,,,,,,,,,0
nrNa15d,REGULAR,JZ45236,EQUITY,GLB,MINVOL1M,1,6,SUBINDUSTRY,0.08,ON,VERIFY,ON,FASTEXPR,False,"group_zscore(ts_delta(winsorize(ts_backfill(mdl110_score, 120), std=4), 240),densify(pv13_1l_scibr))",,5,2025-07-19T13:47:05-04:00,,2025-07-19T17:47:07-04:00,model110_glb_2step,False,False,,,['model110_glb_2step'],[],,IS,UNSUBMITTED,6519717,20000000,3080,3075,0.1065,0.063,0.0349,0.001182,1.95,2.75,2013-01-20,"[{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.75}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.95}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.1065}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.1065}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.96, 'value': 1.87}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'DATA_DIVERSITY', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'IS_LADDER_SHARPE', 'result': 'PASS', 'year': 8, 'startDate': '2023-01-20', 'endDate': '2015-01-21', 'limit': 1.61, 'value': 2.09}, {'result': 'PASS', 'name': 'MATCHES_PYRAMID', 'effective': 2, 'multiplier': 1.0, 'pyramids': [{'name': 'GLB/D1/PV', 'multiplier': 1.0}, {'name': 'GLB/D1/MODEL', 'multiplier': 1.4}]}, {'result': 'WARNING', 'name': 'MATCHES_THEMES', 'themes': [{'id': 'M4ZY3YD', 'multiplier': 2.0, 'name': 'GLB high turnover Theme'}]}, {'name': 'POWER_POOL_CORRELATION', 'result': 'PENDING'}]",,,,,,,,"['GLB/D1/PV', 'GLB/D1/MODEL']",0,0,,,,,,,,,,,,,,,,,,,0
